Basin,index,method,PBIAS,CC,RMSE,ME,ME1,MAE,MAPE
2181900,S,TWSC,4.1744385725905886e-14,0.9844630451060563,3.6792665389291743,1.8388068845354155e-16,17.021573732067107,2.655358642874961,46.197292220985126
4127800,P,CKF,1.4416761652617738,0.9873286438945424,4.366508779177794,1.033900317719855,20.80436439212449,2.801632431172001,3.912779348960747
4127800,P,PR,1.9766514716381778,0.9830220317305434,5.154482640317361,1.4175586957678887,20.79592452090917,3.4363765271600486,4.7407931855986405
4127800,P,MSD,1.2028736091840972,0.9832176159220039,4.964315128039527,0.8626117935961929,20.81551622553012,3.0590802376600914,4.194511830172556
4127800,P,MCL,2.3912722085285485,0.9821822149401049,5.362859462735687,1.7149046059892434,20.787191704438744,3.711946124967099,5.0205982046607165
4127800,P,Pre,5.881252437852158,0.9704922619672025,8.354875004686622,4.174536256978138,20.923556085873187,6.919773873708124,10.833720344318943
4127800,P,P,3.393358711119053e-16,1.0,3.851281313363644e-15,2.408619443254577e-16,20.57498894362011,1.2043097216272884e-15,1.5119486824552626e-15
4127800,E,CKF,4.867507972261304,0.9836341502498662,8.252897008253404,2.718260796917748,36.258657403286705,6.229259831712601,29.375655543968964
4127800,E,ET,8.620083924159111,0.9343642839819898,17.75996199841388,4.671349065824394,35.862242637222096,13.384742702962114,45.88490414816839
4127800,E,PR,6.049645910025604,0.9804689447560667,9.930015468495842,3.378425963792874,36.27343345389317,8.001605272852322,32.802038837725014
4127800,E,MSD,5.788677139001274,0.9788131691812729,10.163583815280617,3.232687901618591,36.28217690418171,8.253649377885617,32.632052265505784
4127800,E,MCL,6.879398139430025,0.9802461492717672,9.85195448505661,3.8418012616246537,36.24772464912165,7.825306913280064,29.108600742480547
4127800,R,CKF,-0.814342976024256,0.9348960000942904,2.9699767033056377,-0.14799440105723566,6.721589526828547,1.5349376233151426,9.454981715512526
4127800,R,PR,-0.40684076349551884,0.878815613735919,4.3347827307666495,-0.0739370963978135,6.774067906085068,2.9643483324270536,17.369114213184083
4127800,R,MSD,-1.970066886900426,0.8989323915420642,3.8512152121896306,-0.35797279862214837,6.758378872348585,1.8995456439471705,11.195821038281537
4127800,R,MCL,-1.7122754345992408,0.9168714756277243,3.4922886998672906,-0.3111799141753566,6.764407717190989,2.5984955235952487,16.2812825637405
4127800,R,GRDC,,,,,,,
4127800,S,CKF,25.34425341622753,0.9759583766226356,5.625045162933266,-0.26037234918035806,21.09000458701758,3.4295307548510747,110.77106773038167
4127800,S,PR,59.467635764319596,0.9770471725733868,5.785535952399497,-0.610936442666872,21.04494365158835,3.968620898007066,109.10095882922401
4127800,S,MSD,72.06741322166476,0.9703332925250867,6.660599938325717,-0.7298657393878863,21.06621637425743,4.725687415681636,201.81156753259674
4127800,S,MCL,52.53582742723664,0.9812874809115509,5.172257202063411,-0.5397230124997534,21.05204113442175,3.765755773257699,210.20550639338995
4127800,S,TWSC,-4.2521541843143495e-14,0.9897302390229882,3.5665649698711945,1.5135462327897642e-16,20.92503782367084,2.3678004386485205,149.1727987857683
6742900,P,CKF,-0.29237722346582845,0.9892894201489881,4.143125589230942,-0.19072206243113077,21.883774558064804,2.333987542173702,3.2718544691033764
6742900,P,PR,-0.24940997073079968,0.9874799278311496,4.53425726465779,-0.16269387691967593,21.88465815250261,2.5018933749176484,3.339737522435444
6742900,P,MSD,-0.0011546242450001687,0.988587921979526,4.264254994176928,-0.0007531787692934111,21.86688749475414,2.1271410349763777,2.846211644436929
6742900,P,MCL,-1.1720323239817554,0.9877899279631709,4.613311732089152,-0.7645343211622536,21.949416862034113,2.5652924429700685,3.3677569025175558
6742900,P,Pre,-9.516536976031716,0.922360761419295,14.656564023965748,-6.207027373338111,24.12507827524877,11.866062577707805,22.353651397370818
6742900,P,P,-2.788882647192896e-16,1.0,4.036643437882795e-15,-1.8190094753745503e-16,21.863386197675915,1.5066416413274723e-15,2.6483170715870226e-15
6742900,E,CKF,-1.8803311706672319,0.977455826832171,8.53893213655548,-0.8759222856201525,33.85522272362552,6.648103228499659,50.450648606275735
6742900,E,ET,-6.170305767417698,0.9405658092840754,16.89017567934135,-3.0408197837123847,35.23830816855734,11.824679077903573,49.98676210867524
6742900,E,PR,-3.288649823887648,0.9728172064959668,9.96429129619254,-1.5319650683245354,33.97860377673889,7.839985443803061,51.63702097357891
6742900,E,MSD,-4.141035673256774,0.9645138854847684,11.636415121101159,-1.9290354211734666,34.07506052770147,9.086723367459067,55.03740772028702
6742900,E,MCL,-4.793057210835391,0.9671930414066665,10.945493435854313,-2.2327692550739955,34.08357130519412,8.725221582424295,62.89690805079715
6742900,R,CKF,9.939650216536693,0.8854375366978136,4.796456432539587,2.288249715621453,7.0157496787336315,3.0984940720512006,13.206643896129645
6742900,R,PR,12.579255931974147,0.8205810697089835,6.136744657389867,2.895924723908322,7.1159711577474045,4.689160327796268,20.025564471210583
6742900,R,MSD,11.861240849691296,0.8605571261002775,5.4668114457880845,2.730627377215762,7.0871207701453445,3.6473434697443268,15.26030914861749
6742900,R,MCL,12.390158619908252,0.8504852297232872,5.704269660135331,2.852391816700011,7.096638054548817,4.526839875764014,20.172825841541123
6742900,R,GRDC,,,,,,,
6742900,S,CKF,856.8530808079151,0.9764874566097811,7.079768036218477,3.1363081632780707,24.818490230870246,5.019831696008444,37.800983021382116
6742900,S,PR,877.7247905438599,0.9751865568707927,7.371411955586396,3.212704123207039,24.823165055849802,5.600223208602673,35.2928831853978
6742900,S,MSD,1075.609006541515,0.960389555936245,9.62148743616395,3.937012520898913,24.919290507969684,7.44589418119286,53.47200143702763
6742900,S,MCL,916.6554972718789,0.9738357260668575,7.704373533916072,3.3552007729222324,24.83777193721611,5.994823435638319,45.382848602985334
6742900,S,TWSC,-4.440892098500626e-14,0.985159601169305,5.121611824422239,2.0122792321330962e-16,25.241024920636253,3.8366804290278838,62.43600542343824
